When,Date,Hour,Weekday,Campus,Category,Mode,Count,Recorded by,Source,Tap id
,2026-06-24,,Wednesday,Moore County,Library Search,In person,1,,LimeSurvey 186,
,2026-06-24,,Wednesday,Moore County,Reference & Instruction,In person,1,,LimeSurvey 186,
,2026-06-24,,Wednesday,Moore County,Tech Support,In person,1,,LimeSurvey 186,
,2026-06-25,,Thursday,Moore County,Directional,In person,5,,LimeSurvey 186,
,2026-06-25,,Thursday,Moore County,General Ref,In person,1,,LimeSurvey 186,
,2026-06-25,,Thursday,Moore County,Tech Support,In person,1,,LimeSurvey 186,
,2026-06-29,,Monday,Moore County,Directional,In person,1,,LimeSurvey 193,
,2026-06-29,,Monday,Moore County,General Ref,In person,2,,LimeSurvey 193,
,2026-07-06,,Monday,Moore County,Directional,In person,2,,LimeSurvey 194,
,2026-07-06,,Monday,Moore County,General Ref,In person,2,,LimeSurvey 194,
,2026-07-07,,Tuesday,Moore County,General Ref,In person,2,,LimeSurvey 194,
,2026-07-07,,Tuesday,Moore County,Reference & Instruction,In person,1,,LimeSurvey 194,
,2026-07-07,,Tuesday,Moore County,Tech Support,In person,1,,LimeSurvey 194,
,2026-07-08,,Wednesday,Moore County,General Ref,In person,2,,LimeSurvey 194,
,2026-07-08,,Wednesday,Moore County,Tech Support,In person,3,,LimeSurvey 194,
,2026-07-14,,Tuesday,Moore County,Directional,In person,6,,LimeSurvey 197,
,2026-07-14,,Tuesday,Moore County,General Ref,In person,2,,LimeSurvey 197,
,2026-07-14,,Tuesday,Moore County,General Ref,Remote,2,,LimeSurvey 197,
,2026-07-15,,Wednesday,Moore County,Directional,In person,4,,LimeSurvey 197,
,2026-07-15,,Wednesday,Moore County,General Ref,In person,3,,LimeSurvey 197,
,2026-07-15,,Wednesday,Moore County,Library Search,In person,1,,LimeSurvey 197,
,2026-07-15,,Wednesday,Moore County,Tech Support,In person,1,,LimeSurvey 197,
,2026-07-16,,Thursday,Moore County,Directional,In person,6,,LimeSurvey 197,
,2026-07-16,,Thursday,Moore County,General Ref,In person,2,,LimeSurvey 197,
,2026-07-16,,Thursday,Moore County,Tech Support,In person,1,,LimeSurvey 197,
,2026-07-17,,Friday,Moore County,Directional,In person,2,,LimeSurvey 197,
,2026-07-17,,Friday,Moore County,General Ref,In person,2,,LimeSurvey 197,
,2026-07-19,,Sunday,Moore County,General Ref,In person,3,,LimeSurvey 200,
,2026-07-19,,Sunday,Moore County,General Ref,Remote,1,,LimeSurvey 200,
,2026-07-20,,Monday,Moore County,Directional,In person,1,,LimeSurvey 200,
,2026-07-20,,Monday,Moore County,General Ref,In person,3,,LimeSurvey 200,
,2026-07-21,,Tuesday,Moore County,Directional,In person,1,,LimeSurvey 200,
,2026-07-21,,Tuesday,Moore County,General Ref,In person,1,,LimeSurvey 200,
,2026-07-21,,Tuesday,Moore County,General Ref,Remote,2,,LimeSurvey 200,
,2026-07-21,,Tuesday,Moore County,Library Search,In person,2,,LimeSurvey 200,
,2026-07-22,,Wednesday,Moore County,Directional,In person,3,,LimeSurvey 200,
,2026-07-22,,Wednesday,Moore County,General Ref,In person,5,,LimeSurvey 200,
,2026-07-22,,Wednesday,Moore County,General Ref,Remote,1,,LimeSurvey 200,
,2026-07-23,,Thursday,Moore County,Directional,In person,4,,LimeSurvey 200,
,2026-07-23,,Thursday,Moore County,General Ref,In person,2,,LimeSurvey 200,
,2026-07-24,,Friday,Moore County,General Ref,In person,3,,LimeSurvey 200,
,2026-07-24,,Friday,Moore County,General Ref,Remote,1,,LimeSurvey 200,
,2026-07-24,,Friday,Moore County,Tech Support,In person,1,,LimeSurvey 200,
,2026-07-27,,Monday,Moore County,Directional,In person,1,,LimeSurvey 201,
,2026-07-27,,Monday,Moore County,General Ref,In person,3,,LimeSurvey 201,
,2026-07-28,,Tuesday,Moore County,Directional,In person,3,,LimeSurvey 201,
,2026-07-28,,Tuesday,Moore County,General Ref,In person,2,,LimeSurvey 201,
,2026-07-28,,Tuesday,Moore County,General Ref,Remote,1,,LimeSurvey 201,
,2026-07-29,,Wednesday,Moore County,Directional,In person,1,,LimeSurvey 201,
,2026-07-29,,Wednesday,Moore County,General Ref,In person,3,,LimeSurvey 201,
,2026-07-30,,Thursday,Moore County,Directional,In person,2,,LimeSurvey 201,
,2026-07-30,,Thursday,Moore County,General Ref,In person,2,,LimeSurvey 201,
,2026-07-30,,Thursday,Moore County,General Ref,Remote,1,,LimeSurvey 201,
,2026-08-03,,Monday,Moore County,Directional,In person,4,,LimeSurvey 203,
,2026-08-03,,Monday,Moore County,General Ref,In person,2,,LimeSurvey 203,
,2026-08-04,,Tuesday,Moore County,General Ref,Remote,1,,LimeSurvey 203,
,2026-08-05,,Wednesday,Moore County,Directional,In person,3,,LimeSurvey 203,
,2026-08-05,,Wednesday,Moore County,Reference & Instruction,In person,1,,LimeSurvey 203,
,2026-08-06,,Thursday,Moore County,Directional,In person,3,,LimeSurvey 203,
,2026-08-06,,Thursday,Moore County,General Ref,In person,1,,LimeSurvey 203,
,2026-08-06,,Thursday,Moore County,General Ref,Remote,1,,LimeSurvey 203,
,2026-08-07,,Friday,Moore County,Directional,In person,2,,LimeSurvey 203,
,2026-08-07,,Friday,Moore County,General Ref,In person,3,,LimeSurvey 203,
,2026-08-17,,Monday,Moore County,Directional,In person,2,,LimeSurvey 208,
,2026-08-17,,Monday,Moore County,General Ref,In person,2,,LimeSurvey 208,
,2026-08-17,,Monday,Moore County,General Ref,Remote,1,,LimeSurvey 208,
,2026-08-18,,Tuesday,Moore County,Directional,In person,3,,LimeSurvey 208,
,2026-08-18,,Tuesday,Moore County,General Ref,In person,2,,LimeSurvey 208,
,2026-08-18,,Tuesday,Moore County,General Ref,Remote,1,,LimeSurvey 208,
,2026-08-19,,Wednesday,Moore County,Directional,In person,1,,LimeSurvey 208,
,2026-08-19,,Wednesday,Moore County,General Ref,In person,1,,LimeSurvey 208,
,2026-08-20,,Thursday,Moore County,Directional,In person,3,,LimeSurvey 208,
,2026-08-20,,Thursday,Moore County,General Ref,In person,2,,LimeSurvey 208,
,2026-08-20,,Thursday,Moore County,Reference & Instruction,In person,1,,LimeSurvey 208,
,2026-08-21,,Friday,Moore County,Directional,In person,15,,LimeSurvey 208,
,2026-08-21,,Friday,Moore County,General Ref,In person,4,,LimeSurvey 208,
,2026-08-21,,Friday,Moore County,Tech Support,In person,1,,LimeSurvey 208,
,2025-09-22,,Monday,Smyrna,D2L,In person,3,,LimeSurvey 83,
,2025-09-22,,Monday,Smyrna,Directional,In person,4,,LimeSurvey 83,
,2025-09-22,,Monday,Smyrna,Directional,Remote,1,,LimeSurvey 83,
,2025-09-22,,Monday,Smyrna,General Ref,In person,14,,LimeSurvey 83,
,2025-09-22,,Monday,Smyrna,General Ref,Remote,1,,LimeSurvey 83,
,2025-09-22,,Monday,Smyrna,Library Search,In person,1,,LimeSurvey 83,
,2025-09-22,,Monday,Smyrna,Tech Support,In person,15,,LimeSurvey 83,
,2025-09-23,,Tuesday,Smyrna,Directional,In person,3,,LimeSurvey 83,
,2025-09-23,,Tuesday,Smyrna,General Ref,In person,3,,LimeSurvey 83,
,2025-09-23,,Tuesday,Smyrna,Library Search,In person,1,,LimeSurvey 83,
,2025-09-23,,Tuesday,Smyrna,Tech Support,In person,1,,LimeSurvey 83,
,2025-09-24,,Wednesday,Smyrna,Directional,In person,5,,LimeSurvey 83,
,2025-09-24,,Wednesday,Smyrna,General Ref,In person,10,,LimeSurvey 83,
,2025-09-24,,Wednesday,Smyrna,General Ref,Remote,1,,LimeSurvey 83,
,2025-09-24,,Wednesday,Smyrna,Library Search,In person,6,,LimeSurvey 83,
,2025-09-24,,Wednesday,Smyrna,Library Search,Remote,1,,LimeSurvey 83,
,2025-09-24,,Wednesday,Smyrna,Tech Support,In person,2,,LimeSurvey 83,
,2025-09-25,,Thursday,Smyrna,Directional,In person,3,,LimeSurvey 83,
,2025-09-25,,Thursday,Smyrna,General Ref,In person,2,,LimeSurvey 83,
,2025-09-25,,Thursday,Smyrna,General Ref,Remote,1,,LimeSurvey 83,
,2025-09-25,,Thursday,Smyrna,Library Search,In person,1,,LimeSurvey 83,
,2025-09-25,,Thursday,Smyrna,Tech Support,In person,1,,LimeSurvey 83,
,2025-09-26,,Friday,Smyrna,Directional,In person,5,,LimeSurvey 83,
,2025-09-26,,Friday,Smyrna,General Ref,In person,4,,LimeSurvey 83,
,2025-09-26,,Friday,Smyrna,General Ref,Remote,2,,LimeSurvey 83,
,2025-09-26,,Friday,Smyrna,Tech Support,In person,2,,LimeSurvey 83,
,2025-09-27,,Saturday,Smyrna,General Ref,In person,1,,LimeSurvey 83,
,2025-09-29,,Monday,Smyrna,Directional,In person,4,,LimeSurvey 75,
,2025-09-29,,Monday,Smyrna,General Ref,In person,5,,LimeSurvey 75,
,2025-09-29,,Monday,Smyrna,General Ref,Remote,1,,LimeSurvey 75,
,2025-09-29,,Monday,Smyrna,Library Search,In person,2,,LimeSurvey 75,
,2025-09-29,,Monday,Smyrna,Tech Support,In person,2,,LimeSurvey 75,
,2025-09-30,,Tuesday,Smyrna,Directional,In person,8,,LimeSurvey 75,
,2025-09-30,,Tuesday,Smyrna,General Ref,In person,6,,LimeSurvey 75,
,2025-09-30,,Tuesday,Smyrna,Tech Support,In person,7,,LimeSurvey 75,
,2025-10-01,,Wednesday,Smyrna,Directional,In person,3,,LimeSurvey 75,
,2025-10-01,,Wednesday,Smyrna,General Ref,In person,2,,LimeSurvey 75,
,2025-10-01,,Wednesday,Smyrna,Tech Support,In person,2,,LimeSurvey 75,
,2025-10-02,,Thursday,Smyrna,Directional,In person,4,,LimeSurvey 75,
,2025-10-02,,Thursday,Smyrna,General Ref,In person,7,,LimeSurvey 75,
,2025-10-02,,Thursday,Smyrna,General Ref,Remote,2,,LimeSurvey 75,
,2025-10-02,,Thursday,Smyrna,Library Search,In person,2,,LimeSurvey 75,
,2025-10-02,,Thursday,Smyrna,Tech Support,In person,2,,LimeSurvey 75,
,2025-10-03,,Friday,Smyrna,Directional,In person,1,,LimeSurvey 75,
,2025-10-03,,Friday,Smyrna,General Ref,Remote,2,,LimeSurvey 75,
,2025-10-04,,Saturday,Smyrna,D2L,In person,1,,LimeSurvey 75,
,2025-10-04,,Saturday,Smyrna,Directional,In person,3,,LimeSurvey 75,
,2025-10-04,,Saturday,Smyrna,General Ref,In person,2,,LimeSurvey 75,
,2025-10-04,,Saturday,Smyrna,Tech Support,In person,2,,LimeSurvey 75,
,2025-10-06,,Monday,Smyrna,Directional,In person,5,,LimeSurvey 68,
,2025-10-06,,Monday,Smyrna,General Ref,In person,3,,LimeSurvey 68,
,2025-10-06,,Monday,Smyrna,Tech Support,In person,2,,LimeSurvey 68,
,2025-10-07,,Tuesday,Smyrna,Directional,In person,6,,LimeSurvey 68,
,2025-10-07,,Tuesday,Smyrna,General Ref,In person,5,,LimeSurvey 68,
,2025-10-07,,Tuesday,Smyrna,General Ref,Remote,1,,LimeSurvey 68,
,2025-10-07,,Tuesday,Smyrna,Library Search,In person,1,,LimeSurvey 68,
,2025-10-07,,Tuesday,Smyrna,Tech Support,In person,2,,LimeSurvey 68,
,2025-10-08,,Wednesday,Smyrna,Directional,In person,3,,LimeSurvey 68,
,2025-10-08,,Wednesday,Smyrna,General Ref,In person,1,,LimeSurvey 68,
,2025-10-08,,Wednesday,Smyrna,General Ref,Remote,1,,LimeSurvey 68,
,2025-10-08,,Wednesday,Smyrna,Library Search,In person,2,,LimeSurvey 68,
,2025-10-08,,Wednesday,Smyrna,Tech Support,In person,3,,LimeSurvey 68,
,2025-10-09,,Thursday,Smyrna,Directional,In person,4,,LimeSurvey 68,
,2025-10-09,,Thursday,Smyrna,General Ref,In person,1,,LimeSurvey 68,
,2025-10-09,,Thursday,Smyrna,Library Search,In person,3,,LimeSurvey 68,
,2025-10-09,,Thursday,Smyrna,Tech Support,In person,4,,LimeSurvey 68,
,2025-10-10,,Friday,Smyrna,Directional,In person,1,,LimeSurvey 68,
,2025-10-10,,Friday,Smyrna,General Ref,In person,2,,LimeSurvey 68,
,2025-10-10,,Friday,Smyrna,General Ref,Remote,3,,LimeSurvey 68,
,2025-10-13,,Monday,Smyrna,General Ref,In person,1,,LimeSurvey 62,
,2025-10-14,,Tuesday,Smyrna,Directional,In person,2,,LimeSurvey 62,
,2025-10-14,,Tuesday,Smyrna,General Ref,Remote,1,,LimeSurvey 62,
,2025-10-15,,Wednesday,Smyrna,Directional,In person,1,,LimeSurvey 62,
,2025-10-15,,Wednesday,Smyrna,General Ref,In person,11,,LimeSurvey 62,
,2025-10-15,,Wednesday,Smyrna,General Ref,Remote,1,,LimeSurvey 62,
,2025-10-15,,Wednesday,Smyrna,Tech Support,In person,7,,LimeSurvey 62,
,2025-10-16,,Thursday,Smyrna,General Ref,In person,2,,LimeSurvey 62,
,2025-10-16,,Thursday,Smyrna,General Ref,Remote,2,,LimeSurvey 62,
,2025-10-16,,Thursday,Smyrna,Library Search,In person,1,,LimeSurvey 62,
,2025-10-16,,Thursday,Smyrna,Tech Support,In person,2,,LimeSurvey 62,
,2025-10-17,,Friday,Smyrna,Directional,In person,3,,LimeSurvey 62,
,2025-10-17,,Friday,Smyrna,General Ref,In person,2,,LimeSurvey 62,
,2025-10-17,,Friday,Smyrna,Tech Support,In person,1,,LimeSurvey 62,
,2025-10-17,,Friday,Smyrna,Tech Support,Remote,1,,LimeSurvey 62,
,2025-10-20,,Monday,Smyrna,D2L,In person,1,,LimeSurvey 54,
,2025-10-20,,Monday,Smyrna,Directional,In person,3,,LimeSurvey 54,
,2025-10-20,,Monday,Smyrna,Directional,Remote,1,,LimeSurvey 54,
,2025-10-20,,Monday,Smyrna,General Ref,In person,5,,LimeSurvey 54,
,2025-10-20,,Monday,Smyrna,General Ref,Remote,1,,LimeSurvey 54,
,2025-10-20,,Monday,Smyrna,Library Search,In person,1,,LimeSurvey 54,
,2025-10-20,,Monday,Smyrna,Tech Support,In person,3,,LimeSurvey 54,
,2025-10-20,,Monday,Smyrna,Tech Support,Remote,1,,LimeSurvey 54,
,2025-10-21,,Tuesday,Smyrna,Directional,In person,6,,LimeSurvey 54,
,2025-10-21,,Tuesday,Smyrna,Directional,Remote,1,,LimeSurvey 54,
,2025-10-21,,Tuesday,Smyrna,General Ref,In person,5,,LimeSurvey 54,
,2025-10-21,,Tuesday,Smyrna,General Ref,Remote,1,,LimeSurvey 54,
,2025-10-21,,Tuesday,Smyrna,Library Search,In person,5,,LimeSurvey 54,
,2025-10-21,,Tuesday,Smyrna,Reference & Instruction,In person,1,,LimeSurvey 54,
,2025-10-21,,Tuesday,Smyrna,Tech Support,In person,4,,LimeSurvey 54,
,2025-10-22,,Wednesday,Smyrna,Directional,In person,4,,LimeSurvey 54,
,2025-10-22,,Wednesday,Smyrna,General Ref,In person,2,,LimeSurvey 54,
,2025-10-22,,Wednesday,Smyrna,Library Search,In person,2,,LimeSurvey 54,
,2025-10-23,,Thursday,Smyrna,General Ref,In person,3,,LimeSurvey 54,
,2025-10-23,,Thursday,Smyrna,Library Search,In person,2,,LimeSurvey 54,
,2025-10-23,,Thursday,Smyrna,Tech Support,In person,1,,LimeSurvey 54,
,2025-10-24,,Friday,Smyrna,Directional,In person,2,,LimeSurvey 54,
,2025-10-24,,Friday,Smyrna,General Ref,Remote,1,,LimeSurvey 54,
,2025-10-27,,Monday,Smyrna,Directional,In person,1,,LimeSurvey 108,
,2025-10-27,,Monday,Smyrna,General Ref,In person,7,,LimeSurvey 108,
,2025-10-27,,Monday,Smyrna,General Ref,Remote,1,,LimeSurvey 108,
,2025-10-27,,Monday,Smyrna,Library Search,In person,2,,LimeSurvey 108,
,2025-10-28,,Tuesday,Smyrna,Directional,In person,2,,LimeSurvey 108,
,2025-10-28,,Tuesday,Smyrna,General Ref,In person,6,,LimeSurvey 108,
,2025-10-28,,Tuesday,Smyrna,General Ref,Remote,2,,LimeSurvey 108,
,2025-10-28,,Tuesday,Smyrna,Tech Support,In person,1,,LimeSurvey 108,
,2025-10-29,,Wednesday,Smyrna,Directional,In person,3,,LimeSurvey 108,
,2025-10-29,,Wednesday,Smyrna,General Ref,In person,3,,LimeSurvey 108,
,2025-10-29,,Wednesday,Smyrna,Library Search,In person,1,,LimeSurvey 108,
,2025-10-30,,Thursday,Smyrna,Directional,In person,1,,LimeSurvey 108,
,2025-10-30,,Thursday,Smyrna,General Ref,In person,6,,LimeSurvey 108,
,2025-10-30,,Thursday,Smyrna,Library Search,In person,2,,LimeSurvey 108,
,2025-10-30,,Thursday,Smyrna,Tech Support,In person,3,,LimeSurvey 108,
,2025-10-31,,Friday,Smyrna,Directional,In person,4,,LimeSurvey 108,
,2025-10-31,,Friday,Smyrna,General Ref,In person,5,,LimeSurvey 108,
,2025-10-31,,Friday,Smyrna,General Ref,Remote,1,,LimeSurvey 108,
,2025-10-31,,Friday,Smyrna,Library Search,In person,1,,LimeSurvey 108,
,2025-11-03,,Monday,Smyrna,General Ref,In person,2,,LimeSurvey 104,
,2025-11-03,,Monday,Smyrna,Library Search,In person,5,,LimeSurvey 104,
,2025-11-03,,Monday,Smyrna,Tech Support,In person,3,,LimeSurvey 104,
,2025-11-04,,Tuesday,Smyrna,Directional,In person,2,,LimeSurvey 104,
,2025-11-04,,Tuesday,Smyrna,General Ref,In person,5,,LimeSurvey 104,
,2025-11-04,,Tuesday,Smyrna,General Ref,Remote,1,,LimeSurvey 104,
,2025-11-04,,Tuesday,Smyrna,Tech Support,In person,2,,LimeSurvey 104,
,2025-11-05,,Wednesday,Smyrna,General Ref,In person,4,,LimeSurvey 104,
,2025-11-05,,Wednesday,Smyrna,Tech Support,In person,2,,LimeSurvey 104,
,2025-11-06,,Thursday,Smyrna,Directional,In person,2,,LimeSurvey 104,
,2025-11-06,,Thursday,Smyrna,General Ref,In person,5,,LimeSurvey 104,
,2025-11-06,,Thursday,Smyrna,Library Search,In person,2,,LimeSurvey 104,
,2025-11-06,,Thursday,Smyrna,Tech Support,In person,4,,LimeSurvey 104,
,2025-11-07,,Friday,Smyrna,General Ref,In person,1,,LimeSurvey 104,
,2025-11-10,,Monday,Smyrna,Directional,In person,2,,LimeSurvey 100,
,2025-11-10,,Monday,Smyrna,General Ref,In person,3,,LimeSurvey 100,
,2025-11-10,,Monday,Smyrna,General Ref,Remote,1,,LimeSurvey 100,
,2025-11-10,,Monday,Smyrna,Library Search,In person,3,,LimeSurvey 100,
,2025-11-10,,Monday,Smyrna,Tech Support,In person,1,,LimeSurvey 100,
,2025-11-10,,Monday,Smyrna,Tech Support,Remote,1,,LimeSurvey 100,
,2025-11-11,,Tuesday,Smyrna,Directional,In person,1,,LimeSurvey 100,
,2025-11-11,,Tuesday,Smyrna,Directional,Remote,1,,LimeSurvey 100,
,2025-11-11,,Tuesday,Smyrna,General Ref,In person,4,,LimeSurvey 100,
,2025-11-11,,Tuesday,Smyrna,General Ref,Remote,1,,LimeSurvey 100,
,2025-11-11,,Tuesday,Smyrna,Library Search,In person,1,,LimeSurvey 100,
,2025-11-11,,Tuesday,Smyrna,Tech Support,In person,2,,LimeSurvey 100,
,2025-11-12,,Wednesday,Smyrna,Directional,In person,6,,LimeSurvey 100,
,2025-11-12,,Wednesday,Smyrna,General Ref,In person,5,,LimeSurvey 100,
,2025-11-12,,Wednesday,Smyrna,General Ref,Remote,1,,LimeSurvey 100,
,2025-11-12,,Wednesday,Smyrna,Tech Support,Remote,1,,LimeSurvey 100,
,2025-11-13,,Thursday,Smyrna,Directional,In person,2,,LimeSurvey 100,
,2025-11-13,,Thursday,Smyrna,General Ref,In person,6,,LimeSurvey 100,
,2025-11-13,,Thursday,Smyrna,Tech Support,In person,2,,LimeSurvey 100,
,2025-11-14,,Friday,Smyrna,Directional,In person,1,,LimeSurvey 100,
,2025-11-14,,Friday,Smyrna,General Ref,In person,2,,LimeSurvey 100,
,2025-11-15,,Saturday,Smyrna,General Ref,In person,1,,LimeSurvey 100,
,2025-11-15,,Saturday,Smyrna,Tech Support,In person,1,,LimeSurvey 100,
,2025-11-17,,Monday,Smyrna,Directional,In person,5,,LimeSurvey 96,
,2025-11-17,,Monday,Smyrna,General Ref,In person,6,,LimeSurvey 96,
,2025-11-17,,Monday,Smyrna,Library Search,In person,6,,LimeSurvey 96,
,2025-11-18,,Tuesday,Smyrna,Directional,In person,4,,LimeSurvey 96,
,2025-11-18,,Tuesday,Smyrna,General Ref,In person,2,,LimeSurvey 96,
,2025-11-18,,Tuesday,Smyrna,Library Search,In person,1,,LimeSurvey 96,
,2025-11-19,,Wednesday,Smyrna,Directional,In person,2,,LimeSurvey 96,
,2025-11-19,,Wednesday,Smyrna,General Ref,In person,9,,LimeSurvey 96,
,2025-11-19,,Wednesday,Smyrna,Tech Support,In person,1,,LimeSurvey 96,
,2025-11-20,,Thursday,Smyrna,Directional,In person,2,,LimeSurvey 96,
,2025-11-20,,Thursday,Smyrna,General Ref,In person,3,,LimeSurvey 96,
,2025-11-20,,Thursday,Smyrna,General Ref,Remote,1,,LimeSurvey 96,
,2025-11-20,,Thursday,Smyrna,Library Search,In person,1,,LimeSurvey 96,
,2025-11-20,,Thursday,Smyrna,Tech Support,In person,3,,LimeSurvey 96,
,2025-11-21,,Friday,Smyrna,Tech Support,In person,1,,LimeSurvey 96,
,2025-11-22,,Saturday,Smyrna,General Ref,In person,1,,LimeSurvey 96,
,2025-11-24,,Monday,Smyrna,D2L,In person,1,,LimeSurvey 70,
,2025-11-24,,Monday,Smyrna,Directional,In person,2,,LimeSurvey 70,
,2025-11-24,,Monday,Smyrna,General Ref,In person,6,,LimeSurvey 70,
,2025-11-24,,Monday,Smyrna,Tech Support,In person,3,,LimeSurvey 70,
,2025-11-25,,Tuesday,Smyrna,Directional,In person,5,,LimeSurvey 70,
,2025-11-25,,Tuesday,Smyrna,General Ref,In person,4,,LimeSurvey 70,
,2025-11-25,,Tuesday,Smyrna,Tech Support,In person,2,,LimeSurvey 70,
,2025-11-26,,Wednesday,Smyrna,Directional,In person,1,,LimeSurvey 70,
,2025-11-26,,Wednesday,Smyrna,General Ref,In person,1,,LimeSurvey 70,
,2025-12-01,,Monday,Smyrna,Directional,In person,2,,LimeSurvey 65,
,2025-12-01,,Monday,Smyrna,General Ref,In person,5,,LimeSurvey 65,
,2025-12-01,,Monday,Smyrna,Tech Support,In person,4,,LimeSurvey 65,
,2025-12-02,,Tuesday,Smyrna,Directional,In person,4,,LimeSurvey 65,
,2025-12-02,,Tuesday,Smyrna,General Ref,In person,5,,LimeSurvey 65,
,2025-12-02,,Tuesday,Smyrna,Tech Support,In person,2,,LimeSurvey 65,
,2025-12-03,,Wednesday,Smyrna,Directional,In person,3,,LimeSurvey 65,
,2025-12-03,,Wednesday,Smyrna,General Ref,In person,3,,LimeSurvey 65,
,2025-12-03,,Wednesday,Smyrna,Tech Support,In person,1,,LimeSurvey 65,
,2025-12-04,,Thursday,Smyrna,Directional,In person,5,,LimeSurvey 65,
,2025-12-04,,Thursday,Smyrna,General Ref,In person,6,,LimeSurvey 65,
,2025-12-04,,Thursday,Smyrna,General Ref,Remote,1,,LimeSurvey 65,
,2025-12-04,,Thursday,Smyrna,Tech Support,In person,5,,LimeSurvey 65,
,2025-12-05,,Friday,Smyrna,General Ref,In person,5,,LimeSurvey 65,
,2025-12-05,,Friday,Smyrna,General Ref,Remote,2,,LimeSurvey 65,
,2025-12-05,,Friday,Smyrna,Library Search,In person,2,,LimeSurvey 65,
,2025-12-05,,Friday,Smyrna,Tech Support,In person,1,,LimeSurvey 65,
,2025-12-08,,Monday,Smyrna,Directional,In person,1,,LimeSurvey 58,
,2025-12-08,,Monday,Smyrna,Directional,Remote,2,,LimeSurvey 58,
,2025-12-08,,Monday,Smyrna,General Ref,In person,3,,LimeSurvey 58,
,2025-12-08,,Monday,Smyrna,General Ref,Remote,3,,LimeSurvey 58,
,2025-12-08,,Monday,Smyrna,Tech Support,In person,3,,LimeSurvey 58,
,2025-12-09,,Tuesday,Smyrna,Directional,In person,7,,LimeSurvey 58,
,2025-12-09,,Tuesday,Smyrna,General Ref,In person,4,,LimeSurvey 58,
,2025-12-09,,Tuesday,Smyrna,General Ref,Remote,1,,LimeSurvey 58,
,2025-12-09,,Tuesday,Smyrna,Tech Support,In person,1,,LimeSurvey 58,
,2025-12-10,,Wednesday,Smyrna,Directional,In person,3,,LimeSurvey 58,
,2025-12-10,,Wednesday,Smyrna,General Ref,In person,5,,LimeSurvey 58,
,2025-12-11,,Thursday,Smyrna,Directional,In person,7,,LimeSurvey 58,
,2025-12-11,,Thursday,Smyrna,General Ref,In person,6,,LimeSurvey 58,
,2025-12-11,,Thursday,Smyrna,Tech Support,In person,9,,LimeSurvey 58,
,2025-12-16,,Tuesday,Smyrna,General Ref,In person,1,,LimeSurvey 49,
,2025-12-17,,Wednesday,Smyrna,Directional,In person,3,,LimeSurvey 49,
,2025-12-17,,Wednesday,Smyrna,Library Search,Remote,2,,LimeSurvey 49,
,2025-12-19,,Friday,Smyrna,Directional,In person,2,,LimeSurvey 49,
,2026-01-05,,Monday,Smyrna,Directional,In person,4,,LimeSurvey 89,
,2026-01-05,,Monday,Smyrna,Library Search,In person,2,,LimeSurvey 89,
,2026-01-06,,Tuesday,Smyrna,Directional,In person,1,,LimeSurvey 89,
,2026-01-06,,Tuesday,Smyrna,Tech Support,In person,2,,LimeSurvey 89,
,2026-01-07,,Wednesday,Smyrna,Directional,In person,1,,LimeSurvey 89,
,2026-01-07,,Wednesday,Smyrna,Tech Support,In person,2,,LimeSurvey 89,
,2026-01-09,,Friday,Smyrna,Directional,In person,2,,LimeSurvey 89,
,2026-01-09,,Friday,Smyrna,General Ref,In person,2,,LimeSurvey 89,
,2026-01-09,,Friday,Smyrna,Tech Support,In person,1,,LimeSurvey 89,
,2026-01-12,,Monday,Smyrna,Directional,In person,1,,LimeSurvey 88,
,2026-01-12,,Monday,Smyrna,General Ref,Remote,3,,LimeSurvey 88,
,2026-01-13,,Tuesday,Smyrna,General Ref,Remote,1,,LimeSurvey 88,
,2026-01-14,,Wednesday,Smyrna,General Ref,In person,4,,LimeSurvey 88,
,2026-01-14,,Wednesday,Smyrna,General Ref,Remote,1,,LimeSurvey 88,
,2026-01-14,,Wednesday,Smyrna,Tech Support,In person,1,,LimeSurvey 88,
,2026-01-15,,Thursday,Smyrna,General Ref,In person,2,,LimeSurvey 88,
,2026-01-15,,Thursday,Smyrna,Tech Support,In person,2,,LimeSurvey 88,
,2026-01-16,,Friday,Smyrna,Directional,In person,6,,LimeSurvey 88,
,2026-01-16,,Friday,Smyrna,Directional,Remote,1,,LimeSurvey 88,
,2026-01-16,,Friday,Smyrna,General Ref,In person,2,,LimeSurvey 88,
,2026-02-02,,Monday,Smyrna,Directional,In person,8,,LimeSurvey 111,
,2026-02-02,,Monday,Smyrna,General Ref,In person,6,,LimeSurvey 111,
,2026-02-02,,Monday,Smyrna,Tech Support,In person,6,,LimeSurvey 111,
,2026-02-03,,Tuesday,Smyrna,Directional,In person,9,,LimeSurvey 111,
,2026-02-03,,Tuesday,Smyrna,General Ref,In person,4,,LimeSurvey 111,
,2026-02-03,,Tuesday,Smyrna,Library Search,In person,3,,LimeSurvey 111,
,2026-02-03,,Tuesday,Smyrna,Tech Support,In person,3,,LimeSurvey 111,
,2026-02-04,,Wednesday,Smyrna,Directional,In person,4,,LimeSurvey 111,
,2026-02-04,,Wednesday,Smyrna,General Ref,In person,6,,LimeSurvey 111,
,2026-02-04,,Wednesday,Smyrna,Tech Support,In person,5,,LimeSurvey 111,
,2026-02-05,,Thursday,Smyrna,Directional,In person,4,,LimeSurvey 111,
,2026-02-05,,Thursday,Smyrna,General Ref,In person,3,,LimeSurvey 111,
